energy level,average power,variation of power,target level,infer level,judge
20.5489,26.29246,4.802528109,0,0,true
15.4319,22.78904,5.111985553,0,0,true
12.5361,19.66018,5.736653569,0,0,true
9.12793,16.120786,5.669993488,0,0,true
6.93549,12.916064,5.358432919,0,0,true
4.65711,9.737706,4.309627341,0,0,true
2.28567,7.10846,3.963454108,0,0,true
0.82284,4.765808,3.370664798,0,0,true
0.0914267,2.95850734,2.825578637,0,0,true
0.0460463,1.5806186,1.943497484,0,0,true
0.476214,0.7444394,0.917559506,0,0,true
1.45693,0.5786914,0.583641775,0,0,true
2.97213,1.0085494,1.235678071,0,0,true
5.62931,2.11612606,2.262978423,0,0,true
8.60519,3.8279548,3.303604766,0,0,true
11.9054,6.113792,4.229093101,0,0,true
14.4147,8.705346,4.614619787,0,0,true
17.1437,11.53966,4.564762764,0,0,true
20.131,14.439998,4.476810239,0,0,true
24.1903,17.55702,4.811745879,0,0,true
27.6906,20.71406,5.327422473,0,0,true
31.9489,24.2209,5.885910726,0,0,true
34.9377,27.7797,5.916365766,0,0,true
36.4822,31.04994,5.093429144,0,0,true
37.5205,33.71598,3.970098272,0,0,true
38.6037,35.8986,2.589023633,0,0,true
39.6715,37.44312,1.838416958,0,0,true
40.2263,38.50084,1.532498874,0,0,true
40.7539,39.35518,1.298662671,0,0,true
40.7539,40.00186,0.900762282,0,0,true
38.0602,39.89316,1.11821336,0,0,true
35.4295,39.04476,2.306394324,0,0,true
31.9489,37.38928,3.759319796,0,0,true
29.5427,35.14704,4.517739761,0,0,true
27.6906,32.53438,4.232952493,0,0,true
25.0371,29.92976,3.982017115,0,0,true
21.3074,27.10534,4.112087409,0,0,true
17.1437,24.1443,4.989300053,0,0,true
13.4501,20.92578,5.766309396,0,0,true
10.1885,17.42536,5.942705349,0,0,true
7.61943,13.941826,5.449899521,0,0,true
5.42296,10.764938,4.654619477,0,0,true
3.28252,7.992702,3.985393399,0,0,true
1.78563,5.659808,3.356561485,0,0,true
0.60129,3.742366,2.817918292,0,0,true
0.0291357,2.22430714,2.179254144,0,0,true
0.152219,1.17015894,1.369545682,0,0,true
0.82284,0.67822294,0.698422787,0,0,true
2.02794,0.72668494,0.796055977,0,0,true
3.77699,1.36182494,1.565762071,0,0,true
6.05358,2.5667138,2.386637936,0,0,true
8.6195,4.26017,3.132556013,0,0,true
11.621,6.419802,3.817661509,0,0,true
14.75,8.964214,4.359809122,0,0,true
18.2515,11.859116,4.834145292,0,0,true
21.7373,14.99586,5.199862957,0,0,true
25.0615,18.28426,5.355967888,0,0,true
28.1804,21.59614,5.325349178,0,0,true
31.482,24.94254,5.203508569,0,0,true
34.4494,28.18212,5.035920561,0,0,true
36.5117,31.137,4.626867263,0,0,true
37.0441,33.53352,3.704631975,0,0,true
38.0903,35.5155,2.61554578,0,0,true
38.634,36.9459,1.6271154,0,0,true
39.151,37.88622,1.095326817,0,0,true
38.634,38.31068,0.801249273,0,0,true
37.0441,38.31068,0.801249273,0,0,true
35.4585,37.78432,1.522259074,0,0,true
32.949,36.64732,2.523073976,0,0,true
30.5047,34.91806,3.239416434,0,0,true
27.2815,32.64756,3.89577536,0,0,true
24.2143,30.0816,4.460320036,0,0,true
22.9591,27.58172,4.187773031,0,0,true
19.3724,24.8664,4.238814652,0,0,true
16.1098,21.98742,4.339216118,0,0,true
12.2272,18.97656,4.930096545,0,0,true
8.6195,15.8576,5.666097023,0,0,true
5.83952,12.433684,5.471134312,0,0,true
3.93984,9.347172,4.901532087,0,0,true
2.28567,6.582346,3.937334955,0,0,true
1.16691,4.370288,2.95833541,0,0,true
0.365707,2.7195294,2.200161368,0,0,true
0.00192653,1.552010706,1.596743928,0,0,true
0.314547,0.826952106,0.921873433,0,0,true
1.25819,0.621456106,0.558204197,0,0,true
2.41273,0.870620106,0.980700823,0,0,true
4.28593,1.654664706,1.745198497,0,0,true
6.04158,2.8625954,2.313053755,0,0,true
8.85013,4.569712,3.007808803,0,0,true
10.7406,6.466194,3.365936573,0,0,true
14.4147,8.866588,3.976708328,0,0,true
17.8784,11.585082,4.651239517,0,0,true
20.5268,14.482126,4.842409082,0,0,true
23.7605,17.4642,5.091677555,0,0,true
25.4783,20.41174,4.451959201,0,0,true
27.6906,23.06692,3.906634513,0,0,true
29.5427,25.39978,3.494673833,0,0,true
31.4547,27.58536,3.077470684,0,0,true
30.9643,29.02612,2.464347675,0,0,true
33.9077,30.712,2.308889209,0,0,true
34.9377,32.16142,2.21062595,0,0,true
33.9077,33.03442,1.726891917,0,0,true
32.921,33.32768,1.501329781,0,0,true
31.4547,33.42576,1.312474292,0,0,true
30.0217,32.64856,1.950994246,0,0,true
27.6906,31.19914,2.452683629,0,0,true
25.4783,29.51326,2.968306929,0,0,true
22.9357,27.5162,3.426140121,0,0,true
19.351,25.09546,4.147666289,0,0,true
17.8784,22.6668,4.096910729,0,0,true
14.0834,19.94536,4.43124477,0,0,true
11.6044,17.17058,4.444234728,0,0,true
9.1132,14.40608,4.256681568,0,0,true
6.25928,11.787736,4.475400591,0,0,true
4.28593,9.069242,3.947996295,0,0,true
2.68515,6.789592,3.604772135,0,0,true
1.3529,4.739292,3.05508273,0,0,true
0.417562,3.0001644,2.332250893,0,0,true
0.0291357,1.75413554,1.746411632,0,0,true
0.119896,0.92092874,1.116848487,0,0,true
0.745137,0.53292614,0.537377467,0,0,true
1.79215,0.62077614,0.712354837,0,0,true
3.29136,1.19553574,1.366453149,0,0,true
4.84847,2.1594026,1.923994534,0,0,true
7.1686,3.5691434,2.539815233,0,0,true
9.39507,5.29913,3.033347412,0,0,true
12.5361,7.44792,3.667189654,0,0,true
15.089,9.807448,4.094672467,0,0,true
17.899,12.417554,4.297785906,0,0,true
20.5489,15.093614,4.377346194,0,0,true
23.3581,17.88622,4.286015708,0,0,true
25.9481,20.56862,4.297484698,0,0,true
28.6483,23.28048,4.253162622,0,0,true
30.0485,25.71038,3.86268258,0,0,true
30.9914,27.79888,3.127315224,0,0,true
32.447,29.61666,2.474028796,0,0,true
31.9765,30.82234,1.526881214,0,0,true
33.4548,31.78364,1.314189128,0,0,true
33.4548,32.4649,1.045210653,0,0,true
32.447,32.75602,0.666187873,0,0,true
31.482,32.56302,0.882696682,0,0,true
29.0938,31.98648,1.812877793,0,0,true
25.9481,30.48514,3.007576433,0,0,true
22.5404,28.30226,4.08219462,0,0,true
22.1256,26.23798,4.071954419,0,0,true
19.0092,23.74342,3.87184122,0,0,true
17.899,21.50446,3.179252558,0,0,true
13.774,19.06964,3.563808374,0,0,true
10.204,16.60236,4.661517059,0,0,true
6.70623,13.518486,5.167077989,0,0,true
4.84847,10.68634,5.284665604,0,0,true
2.98055,7.70265,4.317275395,0,0,true
1.79215,5.30628,3.313428771,0,0,true
1.07401,3.480282,2.300453518,0,0,true
0.186284,2.1762928,1.810392825,0,0,true
0.0167025,1.2099393,1.221084821,0,0,true
0.740933,0.7620159,0.715178362,0,0,true
1.56482,0.7165499,0.636180542,0,0,true
3.28252,1.1582519,1.332274772,0,0,true
4.10612,1.9422191,1.715517863,0,0,true
5.62931,3.0647406,1.959512611,0,0,true
8.34961,4.586476,2.564669977,0,0,true
11.0302,6.479552,3.193063524,0,0,true
14.7312,8.769288,4.255491894,0,0,true
17.8784,11.523744,4.892149103,0,0,true
19.7391,14.345702,4.708051047,0,0,true
21.7146,17.0187,4.221549643,0,0,true
23.3345,19.47956,3.355367463,0,0,true
25.0371,21.54074,2.83420961,0,0,true
27.6906,23.50318,3.052997151,0,0,true
30.0217,25.5597,3.333901566,0,0,true
31.9489,27.60656,3.51953484,0,0,true
31.4547,29.2306,2.868739146,0,0,true
30.5047,30.32412,1.656624261,0,0,true
29.5427,30.69454,0.995835141,0,0,true
29.0675,30.5037,1.222619777,0,0,true
29.0675,29.92742,1.03595013,0,0,true
27.256,29.08768,1.180132934,0,0,true
26.3472,28.25618,1.37987125,0,0,true
22.9357,26.93478,2.526759911,0,0,true
20.131,25.14748,3.581507498,0,0,true
17.1437,22.76272,4.229873521,0,0,true
15.0701,20.32554,4.495968349,0,0,true
13.4501,17.74612,3.827504864,0,0,true
10.7406,15.3071,3.570737004,0,0,true
8.85013,13.050926,3.315550324,0,0,true
5.82774,10.787734,3.666910233,0,0,true
4.46959,8.667632,3.636311497,0,0,true
2.2783,6.433272,3.386767833,0,0,true
1.16165,4.517482,3.03176734,0,0,true
0.417562,2.8309684,2.268386955,0,0,true
0.089958,1.683412,1.769914337,0,0,true
0.0470988,0.79891376,0.939871586,0,0,true
0.538719,0.45099756,0.449255954,0,0,true
1.57093,0.53285356,0.617058224,0,0,true
3.13403,1.07614716,1.303843401,0,0,true
4.29603,1.91736156,1.77882676,0,0,true
6.05358,3.1186578,2.182415833,0,0,true
7.6329,4.537494,2.382675654,0,0,true
10.4864,6.320588,2.889655371,0,0,true
13.468,8.387382,3.639147973,0,0,true
15.7594,10.680056,4.009342519,0,0,true
19.3724,13.34382,4.554494498,0,0,true
20.5489,15.92702,4.150531288,0,0,true
22.5404,18.33782,3.673700645,0,0,true
24.2143,20.48708,3.228993007,0,0,true
25.5029,22.43578,2.526158991,0,0,true
27.7163,24.10456,2.743236136,0,0,true
30.0485,26.00448,2.947057967,0,0,true
30.0485,27.5061,2.637258853,0,0,true
30.0485,28.67294,2.039657424,0,0,true
28.6483,29.30202,1.073959372,0,0,true
28.1804,29.39484,0.910219846,0,0,true
26.8249,28.75012,1.361341387,0,0,true
25.5029,27.841,1.742064344,0,0,true
24.624,26.7561,1.712464994,0,0,true
22.5404,25.53452,2.148287841,0,0,true
19.0092,23.70028,3.050307395,0,0,true
17.1639,21.76808,3.588576667,0,0,true
14.1017,19.48784,4.193404332,0,0,true
11.3401,16.83106,4.331618846,0,0,true
9.12793,14.148566,4.056305756,0,0,true
6.93549,11.733824,4.033059429,0,0,true
5.23161,9.347366,3.513524798,0,0,true
3.13403,7.153832,3.214160911,0,0,true
1.67656,5.221124,2.963198828,0,0,true
0.605077,3.5165534,2.580655988,0,0,true
0.269767,2.1834088,2.0374778,0,0,true
0.00171841,1.137430482,1.284829982,0,0,true
0.223786,0.555381682,0.662869691,0,0,true
0.899764,0.400022482,0.353008804,0,0,true
2.021,0.683207082,0.818995426,0,0,true
3.59906,1.349065682,1.483024038,0,0,true
5.62931,2.474584,2.177649566,0,0,true
7.15554,3.8609348,2.559494347,0,0,true
9.38013,5.557008,2.894551213,0,0,true
11.0302,7.358848,2.946737521,0,0,true
13.7559,9.390216,3.197148605,0,0,true
15.4128,11.346914,3.311752013,0,0,true
18.6074,13.637286,3.632795998,0,0,true
19.7391,15.70908,3.550912982,0,0,true
21.7146,17.84596,3.231833991,0,0,true
22.1026,19.5153,2.703512386,0,0,true
23.3345,21.09964,1.900067965,0,0,true
24.1903,22.21622,1.699131957,0,0,true
25.0371,23.27582,1.392450835,0,0,true
25.0371,23.94032,1.246251922,0,0,true
25.0371,24.52722,0.760925247,0,0,true
23.7605,24.61242,0.60104332,0,0,true
22.9357,24.3615,0.969975866,0,0,true
21.7146,23.697,1.42348654,0,0,true
20.131,22.71578,1.884925746,0,0,true
17.8784,21.28404,2.343827098,0,0,true
17.5091,20.03376,2.35984212,0,0,true
14.7312,18.39286,2.669669552,0,0,true
12.2102,16.49198,3.067293035,0,0,true
9.91019,14.447818,3.42117114,0,0,true
7.61943,12.396024,3.893146048,0,0,true
6.04158,10.10252,3.484284503,0,0,true
4.46959,8.050198,3.074331141,0,0,true
2.83092,6.174342,2.745319444,0,0,true
1.78563,4.54943,2.358476898,0,0,true
0.818422,3.1892284,2.091317279,0,0,true
0.26724,2.0343604,1.675405765,0,0,true
0.00728393,1.141899186,1.164495452,0,0,true
0.0914267,0.594000526,0.737213513,0,0,true
0.538719,0.344618326,0.333935957,0,0,true
1.26366,0.433665926,0.506594807,0,0,true
2.15488,0.811193926,0.901220914,0,0,true
3.44349,1.49843514,1.338843293,0,0,true
5.64089,2.6083278,2.011899375,0,0,true
7.1686,3.934304,2.445030364,0,0,true
9.12793,5.507158,2.801105007,0,0,true
11.3401,7.344202,3.053545003,0,0,true
12.8314,9.221784,2.939547809,0,0,true
14.75,11.043606,2.987764992,0,0,true
16.464,12.902686,2.863174199,0,0,true
18.6284,14.80278,2.884193903,0,0,true
20.1529,16.56534,2.931503042,0,0,true
21.3299,18.26504,2.67808999,0,0,true
22.9591,19.90686,2.494468505,0,0,true
23.3581,21.28568,1.964786381,0,0,true
24.2143,22.40286,1.636823481,0,0,true
23.3581,23.0439,1.062104807,0,0,true
22.9591,23.36974,0.512543411,0,0,true
22.1256,23.20304,0.75682192,0,0,true
21.3299,22.7974,1.112767775,0,0,true
20.1529,21.98512,1.288389414,0,0,true
19.3724,21.18798,1.449470589,0,0,true
17.5295,20.10206,1.785732243,0,0,true
15.7594,18.82882,2.203045609,0,0,true
12.8314,17.12912,2.944587614,0,0,true
11.0464,15.30782,3.389430392,0,0,true
8.86464,13.206268,3.495143324,0,0,true
6.70623,11.041614,3.499843989,0,0,true
6.05358,9.10045,2.862604665,0,0,true
3.93984,7.322138,2.723874157,0,0,true
2.42031,5.59692,2.497692247,0,0,true
1.46283,4.116558,2.258827911,0,0,true
0.479586,2.8712292,2.189529589,0,0,true
0.0914267,1.67879854,1.554561853,0,0,true
0.0167025,0.89417104,1.029405582,0,0,true
0.184185,0.44694604,0.594481382,0,0,true
0.671287,0.28863744,0.27687228,0,0,true
1.56482,0.50568424,0.644838554,0,0,true
2.68515,1.0244289,1.106373425,0,0,true
3.93016,1.8071204,1.521592869,0,0,true
5.82774,2.9358314,2.02623416,0,0,true
7.15554,4.232682,2.274377465,0,0,true
9.1132,5.742358,2.54938873,0,0,true
10.4706,7.299448,2.59251986,0,0,true
12.5189,9.017196,2.646786896,0,0,true
14.0834,10.668328,2.73333736,0,0,true
16.0902,12.45526,2.782800706,0,0,true
17.5091,14.13444,2.79506822,0,0,true
18.988,15.83792,2.59199373,0,0,true
19.7391,17.28196,2.272156465,0,0,true
20.9041,18.6461,1.886498239,0,0,true
20.9041,19.60888,1.428873242,0,0,true
21.3074,20.36854,0.969173944,0,0,true
21.3074,20.83242,0.643590838,0,0,true
20.9041,21.06542,0.220896507,0,0,true
19.351,20.7548,0.810242084,0,0,true
20.131,20.60018,0.847535865,0,0,true
17.8784,19.91438,1.362863365,0,0,true
16.4443,18.94176,1.788895495,0,0,true
15.0701,17.77496,2.069568195,0,0,true
13.1301,16.53078,2.668489883,0,0,true
11.3237,14.76932,2.603927056,0,0,true
9.38013,13.069666,2.830839816,0,0,true
7.86367,11.35354,2.874170043,0,0,true
6.04158,9.547836,2.790370937,0,0,true
4.64659,7.851134,2.642928701,0,0,true
3.59906,6.306206,2.346683539,0,0,true
2.14772,4.859724,2.202847061,0,0,true
1.25819,3.538628,1.912526018,0,0,true
0.476214,2.4255548,1.699262643,0,0,true
0.06681,1.5095988,1.41295584,0,0,true
0.0299741,0.79578162,0.902987145,0,0,true
0.269767,0.42019102,0.501287253,0,0,true
0.675289,0.30361082,0.273876621,0,0,true
1.57093,0.52255402,0.639659878,0,0,true
2.28567,0.96632602,0.942452445,0,0,true
4.11601,1.7835332,1.521305593,0,0,true
5.64089,2.8577578,2.004707194,0,0,true
6.70623,4.063946,2.170744232,0,0,true
8.86464,5.522688,2.502019938,0,0,true
10.204,7.106354,2.446263558,0,0,true
11.621,8.607352,2.455184203,0,0,true
13.468,10.172774,2.582875813,0,0,true
15.7594,11.983408,2.715072523,0,0,true
16.8222,13.57492,2.761752938,0,0,true
18.2515,15.18442,2.648771638,0,0,true
18.6284,16.5859,2.086041105,0,0,true
19.7607,17.84444,1.568814037,0,0,true
19.3724,18.56704,1.142500119,0,0,true
19.7607,19.15474,0.684585132,0,0,true
20.1529,19.53502,0.57707099,0,0,true
19.7607,19.76148,0.275950488,0,0,true
19.3724,19.68382,0.326275171,0,0,true
18.2515,19.45964,0.729571236,0,0,true
16.464,18.8003,1.486495246,0,0,true
14.4333,17.65638,2.210037888,0,0,true
13.468,16.39784,2.486554824,0,0,true
12.2272,14.9688,2.401420089,0,0,true
10.7566,13.46982,2.167895185,0,0,true
8.86464,11.949948,2.20746419,0,0,true
6.70623,10.404534,2.686987707,0,0,true
5.23161,8.757256,2.858596967,0,0,true
3.60832,7.03348,2.841668461,0,0,true
2.28567,5.339294,2.580167863,0,0,true
1.46283,3.858932,2.137207014,0,0,true
0.538719,2.6254298,1.842531232,0,0,true
0.269767,1.6330612,1.361311882,0,0,true
0.00770611,0.912938422,0.943388563,0,0,true
0.118214,0.479447222,0.584711413,0,0,true
0.417562,0.270393622,0.215534683,0,0,true
0.818422,0.326334222,0.315638496,0,0,true
1.78563,0.629506822,0.718555292,0,0,true
2.83092,1.1941496,1.110266111,0,0,true
4.10612,1.9917308,1.505989599,0,0,true
5.62931,3.0340804,1.896940318,0,0,true
7.37904,4.346204,2.222314129,0,0,true
8.60519,5.710116,2.347118615,0,0,true
10.1885,7.181632,2.396623673,0,0,true
11.6044,8.681288,2.336262092,0,0,true
12.8139,10.118206,2.195035751,0,0,true
10.7406,10.790518,1.572979225,0,0,true
15.74,12.21748,2.204408392,0,0,true
17.1437,13.60852,2.734665778,0,0,true
17.1437,14.71638,2.839798383,0,0,true
17.1437,15.58234,2.774024065,0,0,true
17.8784,17.0099,0.777921201,0,0,true
17.8784,17.43758,0.402411763,0,0,true
17.1437,17.43758,0.402411763,0,0,true
17.1437,17.43758,0.402411763,0,0,true
16.4443,17.2977,0.602110567,0,0,true
15.74,16.87002,0.810063952,0,0,true
14.4147,16.17728,1.144239591,0,0,true
12.8139,15.31132,1.722357452,0,0,true
11.3237,14.14732,2.099706978,0,0,true
9.91019,12.840498,2.333094104,0,0,true
8.34961,11.36242,2.37753563,0,0,true
6.92265,9.86401,2.333435477,0,0,true
5.22046,8.345322,2.403555902,0,0,true
3.59906,6.800394,2.491514536,0,0,true
2.83092,5.38454,2.285457211,0,0,true
1.67025,4.048668,2.060024196,0,0,true
0.899764,2.8440908,1.686386037,0,0,true
0.26724,1.8534468,1.365809583,0,0,true
0.0460463,1.14284406,1.135395649,0,0,true
0.00192653,0.577045366,0.708509834,0,0,true
0.186284,0.280252166,0.362322989,0,0,true
0.745137,0.249326766,0.296922922,0,0,true
1.35858,0.467594766,0.579778005,0,0,true
2.15488,0.889361506,0.883793327,0,0,true
3.29136,1.5472482,1.218846175,0,0,true
4.84847,2.4796854,1.631026529,0,0,true
6.49325,3.629308,2.069593691,0,0,true
7.6329,4.884172,2.243434708,0,0,true
9.12793,6.278782,2.289528283,0,0,true
10.7566,7.77183,2.288447138,0,0,true
12.5361,9.309356,2.412481355,0,0,true
13.774,10.765506,2.483998495,0,0,true
15.089,12.256726,2.368632974,0,0,true
15.4319,13.51752,1.922631441,0,0,true
17.899,14.946,2.00984818,0,0,true
17.899,16.01858,1.824719878,0,0,true
18.6284,16.98946,1.610775567,0,0,true
18.6284,17.69734,1.317886315,0,0,true
18.2515,18.26126,0.364740809,0,0,true
17.899,18.26126,0.364740809,0,0,true
16.8222,18.0459,0.748315635,0,0,true
16.1098,17.54218,1.046471802,0,0,true
15.7594,16.96838,1.087728294,0,0,true
13.774,16.07288,1.52321016,0,0,true
12.8314,15.05936,1.682040513,0,0,true
11.9222,14.07936,1.819973156,0,0,true
9.66607,12.790614,2.252738329,0,0,true
7.87735,11.214204,2.408342288,0,0,true
6.49325,9.758054,2.66145812,0,0,true
4.84847,8.161468,2.749843743,0,0,true
3.77699,6.532426,2.348308721,0,0,true
2.42031,5.083274,2.159153832,0,0,true
1.46283,3.80037,1.982379995,0,0,true
0.82284,2.666288,1.650961392,0,0,true
0.226099,1.7418138,1.3983951,0,0,true
0.0299741,0.99241062,0.974995228,0,0,true
0.06681,0.52171062,0.614920767,0,0,true
0.118214,0.25278742,0.327114505,0,0,true
0.899764,0.26817222,0.360711411,0,0,true
1.78563,0.58007842,0.764024126,0,0,true
2.68515,1.1111136,1.124016374,0,0,true
3.93016,1.8837836,1.493737694,0,0,true
4.64659,2.7894588,1.528040784,0,0,true
6.48083,3.905672,1.814197474,0,0,true
7.86367,5.12128,2.058391723,0,0,true
9.91019,6.566288,2.424180014,0,0,true
11.0302,7.986296,2.56913511,0,0,true
12.2102,9.499018,2.326365752,0,0,true
13.7559,10.954032,2.240210219,0,0,true
14.4147,12.264238,1.865265009,0,0,true
15.74,13.4302,1.847897236,0,0,true
16.0902,14.4422,1.569536299,0,0,true
16.0902,15.2182,1.069693505,0,0,true
17.8784,16.0427,1.23655957,0,0,true
17.1437,16.5885,0.892839162,0,0,true
15.4128,16.52306,0.978462231,0,0,true
14.4147,16.18796,1.371669367,0,0,true
14.0834,15.7866,1.668837465,0,0,true
12.8139,14.7737,1.617989489,0,0,true
11.3237,13.6097,1.579768966,0,0,true
9.91019,12.509178,1.894870788,0,0,true
8.60519,11.347276,2.192154655,0,0,true
6.69361,9.869318,2.370158306,0,0,true
5.82774,8.472086,2.256828795,0,0,true
3.59906,6.927158,2.452232259,0,0,true
1.78563,5.302246,2.664062097,0,0,true
1.56482,3.894172,2.320261813,0,0,true
0.818422,2.7191344,2.015829709,0,0,true
0.26724,1.6070344,1.266767835,0,0,true
0.00728393,0.888679186,0.779369536,0,0,true
0.119896,0.555532386,0.644445569,0,0,true
0.42072,0.326712386,0.31581652,0,0,true
0.745137,0.312055386,0.287744232,0,0,true
2.55101,0.768809386,1.036698514,0,0,true
4.11601,1.5905546,1.699005605,0,0,true
6.05358,2.7772914,2.359052671,0,0,true
8.6195,4.4170474,3.057551794,0,0,true
11.3401,6.53604,3.513885848,0,0,true
14.4333,8.912498,4.112118167,0,0,true
17.899,11.669096,4.674259879,0,0,true
22.5404,14.96646,5.469986418,0,0,true
26.3722,18.517,6.050998635,0,0,true
32.447,22.73838,7.069213159,0,0,true
38.0903,27.46978,7.979214605,0,0,true
44.1857,32.72712,8.72203381,0,0,true
50.6985,38.35874,9.55145291,0,0,true
59.676,45.0195,10.65177009,0,0,true
65.8166,51.69342,11.2426242,0,0,true
74.5137,58.9781,11.999728,0,0,true
85.2747,67.1959,13.33237392,0,0,true
97.6748,76.59116,15.21884821,0,0,true
107.249,86.10576,16.78984673,1,1,true
122.019,97.34624,18.5335146,1,1,true
135.744,109.5923,19.85697495,1,1,true
151.279,122.79316,21.51929123,1,1,true
163.14,135.8862,22.31656664,1,1,true
178.954,150.2272,22.35252421,1,1,true
194.274,164.6782,22.90634406,1,1,true
208.952,179.3198,23.18351557,2,1,false
222.925,193.649,23.6558593,2,1,false
237.35,208.491,22.9997403,2,1,false
246.758,222.0518,21.1447668,2,1,false
256.271,234.4512,18.83498425,2,1,false
263.266,245.314,15.88322941,2,1,false
273.17,255.363,13.95425845,2,1,false
271.721,262.2372,11.01962094,2,1,false
267.477,266.381,6.850595996,2,1,false
264.693,268.0654,4.30621322,2,1,false
254.945,266.4012,7.235964635,2,1,false
244.008,260.5688,11.12419706,2,1,false
228.125,251.8496,16.14850915,2,1,false
207.755,239.9052,22.5270507,2,1,false
185.936,224.1538,27.78299193,1,1,true
162.083,205.5814,32.66341443,1,1,true
139.809,184.7416,35.16217166,1,1,true
114.541,162.0248,36.78061003,1,1,true
89.3299,138.33978,38.07771503,0,0,true
68.6557,114.88372,37.54725896,0,0,true
46.484,91.76392,36.80119062,0,0,true
29.0938,69.62088,33.85614291,0,0,true
15.7594,49.86456,29.6506096,0,0,true
6.05358,33.209296,24.95763617,0,0,true
0.745137,19.6271834,18.48404421,0,0,true
0.417562,10.4138958,12.14431118,0,0,true
5.22046,5.6392278,6.204491479,0,0,true
14.0834,5.3040278,5.529629772,0,0,true
27.6906,9.6314318,11.50295485,0,0,true
45.2947,18.5413444,18.20193418,0,0,true
65.777,31.613232,24.35983413,0,0,true
90.904,48.74994,30.51265732,0,0,true
113.551,68.64346,34.43376511,1,1,true
141.776,91.46054,38.11454015,1,1,true
169.746,116.3508,40.95905252,1,1,true
196.592,142.5138,42.33498559,1,1,true
219.01,168.135,42.05612836,2,1,false
247.985,195.0218,41.40344522,2,1,false
270.195,220.7056,39.92050843,2,1,false
291.94,245.1444,38.29416456,2,1,false
311.42,268.11,36.27601773,3,2,false
325.255,289.359,31.06822682,3,2,false
334.644,306.6908,25.97068426,3,2,false
341.009,320.8536,19.62636414,3,2,false
345.798,331.6252,13.66443075,3,2,false
349.071,339.1554,9.479622107,3,5,false
350.622,344.2288,6.500342276,3,5,false
347.433,346.7866,3.698127945,3,2,false
339.389,346.4626,4.345214183,3,2,false
328.429,342.9888,9.218949897,3,2,false
314.44,336.0626,14.81667761,3,2,false
300.84,326.1062,18.78258275,3,2,false
280.228,312.6652,23.22614955,2,2,true
261.765,297.1404,26.59599542,2,1,false
242.638,279.9822,28.9348573,2,1,false
225.407,262.1756,29.81040643,2,1,false
201.477,242.303,30.69781908,2,1,false
180.065,222.2704,32.39661283,1,1,true
158.747,201.6668,33.73062164,1,1,true
135.688,180.2768,35.13517349,1,1,true
115.43,158.2814,34.23195173,1,1,true
96.7612,137.33824,33.21558923,0,1,false
77.4468,116.8146,31.89204855,0,0,true
60.3182,97.12884,29.85080548,0,0,true
44.7059,78.93242,28.15177466,0,0,true
32.4193,62.33028,25.60923364,0,0,true
20.5268,47.0834,22.48909363,0,0,true
11.3237,33.85878,19.39977154,0,0,true
5.62931,22.921002,15.84322943,0,0,true
1.78563,14.336948,12.32602864,0,0,true
0.0460463,7.86229726,8.297241029,0,0,true
0.745137,3.90596466,4.673819023,0,0,true
3.44349,2.32992266,2.244430905,0,0,true
8.36371,2.87680266,3.32321849,0,0,true
13.774,5.27447666,5.7660466,0,0,true
21.7373,9.6127274,8.404985789,0,0,true
29.0938,15.28246,10.28012446,0,0,true
40.2572,22.645202,12.60208727,0,0,true
50.6985,31.11216,14.66142933,0,0,true
61.0019,40.55774,15.86284888,0,0,true
70.0773,50.22574,16.25087874,0,0,true
79.0429,60.21556,15.33991153,0,0,true
88.5022,69.86456,14.81159517,0,0,true
95.9474,78.91434,13.97334519,0,0,true
101.127,86.93936,12.56542409,1,0,false
109.075,94.7389,11.5439692,1,1,true
108.16,100.56232,8.620517773,1,1,true
112.721,105.40608,6.751486076,1,1,true
112.721,108.7608,4.746076085,1,1,true
109.943,110.524,2.102336557,1,0,false
105.489,109.8068,3.096732988,1,1,true
102.851,108.745,4.426994692,1,1,true
96.8092,105.56264,6.213107069,0,0,true
86.9037,100.39918,8.91653136,0,0,true
79.0429,94.21916,11.09122497,0,0,true
67.2486,86.57108,14.1421114,0,0,true
55.7494,77.15076,16.13401127,0,0,true
47.0845,67.20582,16.3113599,0,0,true
38.0903,57.44314,16.18177425,0,0,true
30.0485,47.64426,14.58788619,0,0,true
21.7373,38.542,13.45186268,0,0,true
13.774,30.14692,13.12233598,0,0,true
7.87735,22.30549,12.1490207,0,0,true
3.29136,15.345702,10.73054616,0,0,true
1.16691,9.569384,8.345883854,0,0,true
0.0299741,5.22791882,5.641712309,0,0,true
0.535146,2.58014802,3.21126273,0,0,true
2.2783,1.46033802,1.323794217,0,0,true
5.62931,1.92792802,2.232946951,0,0,true
10.4706,3.78866602,4.331009552,0,0,true
16.0902,7.0007112,6.337278144,0,0,true
21.3074,11.155162,7.701053189,0,0,true
26.7997,16.059442,8.410082633,0,0,true
32.921,21.51778,8.795953269,0,0,true
39.6715,27.35796,9.306637783,0,0,true
44.1532,32.97056,9.274498703,0,0,true
50.0754,38.72416,9.152759013,0,0,true
52.5203,43.86828,7.920272564,0,0,true
53.1584,47.91576,5.819703352,0,0,true
52.5203,50.48552,3.731334272,0,0,true
49.4561,51.5461,1.66047441,0,0,true
45.2947,50.58996,3.292974568,0,0,true
40.7539,48.23668,5.213131402,0,0,true
34.4208,44.48916,7.161400661,0,0,true
