0	1526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1526	999999	36	8	1	725.2	80	72	12	1	1125.6	108	16	1	1526	144	10	1	1114.4	90	6	1	676.2
