166.6	168.7	1	1	1	166.6	1	1	1	166.6
168.7	172.9	1	1	1	168.7	2	1	1	168.7
172.9	189.7	1	1	1	172.9	4	1	1	172.9
189.7	206.5	5	1	1	189.7	8	1	1	189.7
206.5	282.1	5	1	1	206.5	16	1	1	206.5
282.1	298.2	25	1	1	282.1	32	1	1	282.1
298.2	300.3	25	1	1	298.2	32	1	1	298.2
300.3	304.5	25	1	1	300.3	32	1	1	300.3
304.5	312.9	25	1	1	304.5	32	1	1	304.5
312.9	329.7	25	1	1	312.9	32	1	1	312.9
329.7	430.5	25	1	1	329.7	32	1	1	329.7
430.5	444.5	25	2	1	430.5	64	1	1	430.5
444.5	464.8	25	2	1	444.5	64	1	1	444.5
464.8	471.1	25	2	1	464.8	64	1	1	464.8
471.1	483.7	25	2	1	471.1	64	1	1	471.1
483.7	508.9	25	2	1	483.7	64	1	1	483.7
508.9	511.7	25	2	1	508.9	64	1	1	508.9
511.7	541.8	25	2	1	511.7	64	1	1	511.7
541.8	543.9	25	2	1	541.8	64	1	1	541.8
543.9	548.1	25	2	1	543.9	64	1	1	543.9
548.1	556.5	25	2	1	548.1	64	1	1	548.1
556.5	559.3	25	2	1	556.5	64	1	1	556.5
559.3	573.3	25	2	1	559.3	64	1	1	559.3
573.3	769.3	25	2	1	573.3	64	1	1	573.3
769.3	808.5	25	4	1	769.3	64	1	1	769.3
808.5	822.5	25	4	1	808.5	64	1	2	808.5
822.5	836.5	25	4	1	822.5	64	1	2	822.5
836.5	870.8	25	4	1	836.5	64	1	2	836.5
870.8	877.1	25	4	1	870.8	64	1	2	870.8
877.1	889.7	25	4	1	877.1	64	1	2	877.1
889.7	914.9	25	4	1	889.7	64	1	2	889.7
914.9	965.3	25	4	1	914.9	64	1	2	914.9
965.3	970.9	25	4	1	965.3	64	1	2	965.3
970.9	1291.5	25	4	1	970.9	64	1	2	970.9
1291.5	1296.4	25	2	3	1291.5	64	1	3	1291.5
1296.4	1298.5	25	2	3	1296.4	64	1	3	1296.4
1298.5	1302.7	25	2	3	1298.5	64	1	3	1298.5
1302.7	1311.1	25	2	3	1302.7	64	1	3	1302.7
1311.1	1327.9	25	2	3	1311.1	64	1	3	1311.1
1327.9	1333.5	25	2	3	1327.9	64	1	3	1327.9
1333.5	1361.5	25	2	3	1333.5	64	1	3	1333.5
1361.5	1538.6	25	2	3	1361.5	64	1	3	1361.5
1538.6	1617	25	4	2	1538.6	64	1	3	1538.6
1617	1645	25	4	2	1617	64	1	4	1617
1645	1673	25	4	2	1645	64	2	3	1645
1673	1735.3	25	4	2	1673	64	2	3	1673
1735.3	1741.6	25	4	2	1735.3	64	2	3	1735.3
1741.6	1754.2	25	4	2	1741.6	64	2	3	1741.6
1754.2	1779.4	25	4	2	1754.2	64	2	3	1754.2
1779.4	2149.7	25	4	2	1779.4	64	2	3	1779.4
2149.7	2307.9	25	2	5	2149.7	64	2	3	2149.7
