158.5222	158.531	1	1	1	158.5222	1	1	1	158.5222
158.531	158.542	5	1	1	158.531	5	1	1	158.531
158.542	158.575	5	1	1	158.542	15	1	1	158.542
158.575	158.6025	25	1	1	158.575	25	1	1	158.575
158.6025	158.63	25	1	1	158.6025	50	1	1	158.6025
158.63	158.7125	25	1	1	158.63	75	1	1	158.63
158.7125	237.8097	25	1	1	158.7125	150	1	1	158.7125
237.8097	237.8141	25	1	1	237.8097	150	1	1	237.8097
237.8141	237.8295	25	1	1	237.8141	150	1	1	237.8141
237.8295	317.1005	25	1	1	237.8295	150	1	1	237.8295
317.1005	317.1225	25	2	1	317.1005	150	1	1	317.1005
317.1225	317.1335	25	2	1	317.1225	150	1	1	317.1225
317.1335	317.15	25	2	1	317.1335	150	1	1	317.1335
317.15	317.1775	25	2	1	317.15	150	1	1	317.15
317.1775	317.2325	25	2	1	317.1775	150	1	1	317.1775
317.2325	317.3975	25	2	1	317.2325	150	1	1	317.2325
317.3975	396.3308	25	2	1	317.3975	150	1	2	317.3975
396.3308	396.3341	25	2	1	396.3308	150	1	2	396.3308
396.3341	396.344	25	2	1	396.3341	150	1	2	396.3341
396.344	475.6205	25	2	1	396.344	150	1	2	396.344
475.6205	475.637	25	3	1	475.6205	150	1	2	475.6205
475.637	475.67	25	3	1	475.637	150	1	2	475.637
475.67	475.6865	25	3	1	475.67	150	1	2	475.67
475.6865	475.7525	25	3	1	475.6865	150	1	2	475.6865
475.7525	475.835	25	3	1	475.7525	150	1	2	475.7525
475.835	476.0825	25	3	1	475.835	150	1	2	475.835
476.0825	554.8519	25	3	1	476.0825	150	1	3	476.0825
554.8519	554.8563	25	3	1	554.8519	150	1	3	554.8519
554.8563	554.8695	25	3	1	554.8563	150	1	3	554.8563
554.8695	554.8739	25	3	1	554.8695	150	1	3	554.8695
554.8739	554.8915	25	3	1	554.8739	150	1	3	554.8739
554.8915	634.19	25	3	1	554.8915	150	1	3	554.8915
634.19	634.201	25	2	2	634.19	150	1	3	634.19
634.201	634.2175	25	2	2	634.201	150	1	3	634.201
634.2175	634.245	25	2	2	634.2175	150	1	3	634.2175
634.245	634.267	25	2	2	634.245	150	1	3	634.245
634.267	634.3	25	2	2	634.267	150	1	3	634.267
634.3	634.355	25	2	2	634.3	150	1	3	634.3
634.355	634.465	25	2	2	634.355	150	1	3	634.355
634.465	634.795	25	2	2	634.465	150	1	3	634.465
634.795	872.0008	25	2	2	634.795	150	1	4	634.795
872.0008	872.0041	25	1	5	872.0008	150	1	4	872.0008
872.0041	872.014	25	1	5	872.0041	150	1	4	872.0041
872.014	872.0305	25	1	5	872.014	150	1	4	872.014
872.0305	872.047	25	1	5	872.0305	150	1	4	872.0305
872.047	951.2575	25	1	5	872.047	150	1	4	872.047
951.2575	951.274	25	3	2	951.2575	150	1	4	951.2575
951.274	951.34	25	3	2	951.274	150	1	4	951.274
951.34	951.4225	25	3	2	951.34	150	1	4	951.34
951.4225	951.67	25	3	2	951.4225	150	1	4	951.4225
951.67	1189.0969	25	3	2	951.67	150	2	3	951.67
1189.0969	1189.1013	25	1	7	1189.0969	150	2	3	1189.0969
1189.1013	1189.1145	25	1	7	1189.1013	150	2	3	1189.1013
1189.1145	1189.1189	25	1	7	1189.1145	150	2	3	1189.1145
1189.1189	1189.1365	25	1	7	1189.1189	150	2	3	1189.1189
1189.1365	1189.1475	25	1	7	1189.1365	150	2	3	1189.1365
1189.1475	1189.1585	25	1	7	1189.1475	150	2	3	1189.1475
1189.1585	1189.175	25	1	7	1189.1585	150	2	3	1189.1585
1189.175	1268.38	25	1	7	1189.175	150	2	3	1189.175
1268.38	1268.402	25	2	4	1268.38	150	2	3	1268.38
1268.402	1268.435	25	2	4	1268.402	150	2	3	1268.402
1268.435	1268.49	25	2	4	1268.435	150	2	3	1268.435
1268.49	1268.6	25	2	4	1268.49	150	2	3	1268.49
1268.6	1268.93	25	2	4	1268.6	150	2	3	1268.6
1268.93	1823.2858	25	2	4	1268.93	150	2	4	1268.93
1823.2858	1823.2891	25	1	11	1823.2858	150	2	4	1823.2858
1823.2891	1823.299	25	1	11	1823.2891	150	2	4	1823.2891
1823.299	1823.3155	25	1	11	1823.299	150	2	4	1823.299
1823.3155	1823.332	25	1	11	1823.3155	150	2	4	1823.3155
1823.332	1902.3775	25	1	11	1823.332	150	2	4	1823.332
1902.3775	1902.394	25	6	2	1902.3775	150	2	4	1902.3775
1902.394	1902.46	25	6	2	1902.394	150	2	4	1902.394
1902.46	1902.5425	25	6	2	1902.46	150	2	4	1902.46
1902.5425	1902.79	25	6	2	1902.5425	150	2	4	1902.5425
1902.79	2457.2019	25	6	2	1902.79	150	4	3	1902.79
2457.2019	2457.2063	25	3	5	2457.2019	150	4	3	2457.2019
2457.2063	2457.2195	25	3	5	2457.2063	150	4	3	2457.2063
2457.2195	2457.2239	25	3	5	2457.2195	150	4	3	2457.2195
2457.2239	2457.2415	25	3	5	2457.2239	150	4	3	2457.2239
2457.2415	2457.2525	25	3	5	2457.2415	150	4	3	2457.2415
2457.2525	2457.2635	25	3	5	2457.2525	150	4	3	2457.2525
2457.2635	2457.28	25	3	5	2457.2635	150	4	3	2457.2635
2457.28	2457.3075	25	3	5	2457.28	150	4	3	2457.28
2457.3075	2457.3295	25	3	5	2457.3075	150	4	3	2457.3075
2457.3295	2457.3625	25	3	5	2457.3295	150	4	3	2457.3295
2457.3625	2536.76	25	3	5	2457.3625	150	4	3	2457.3625
2536.76	2536.87	25	2	8	2536.76	150	4	3	2536.76
